29/06/2022;760;A;MWK;0,00508900;0,00516500;1011,98000000;1026,98000000
29/06/2022;766;A;ZMW;0,30440000;0,30540000;17,11680000;17,16680000
29/06/2022;770;A;GTQ;0,67350000;0,67490000;7,74500000;7,76000000
29/06/2022;775;A;MMK;0,00282000;0,00282500;1850,00000000;1853,00000000
29/06/2022;778;B;PGK;1,44500000;1,48440000;0,27650000;0,28400000
29/06/2022;779;A;HRK;0,72680000;0,72750000;7,18470000;7,19090000
29/06/2022;780;A;LAK;0,00034650;0,00034880;14985,00000000;15084,70000000
29/06/2022;785;A;ZAR;0,32120000;0,32130000;16,26520000;16,27150000
29/06/2022;795;A;CNY;0,78000000;0,78020000;6,69970000;6,70030000
29/06/2022;796;A;CNH;0,78010000;0,78030000;6,69840000;6,69930000
29/06/2022;800;A;QAR;1,42110000;1,42510000;3,66770000;3,67760000
29/06/2022;805;A;OMR;13,57100000;13,57960000;0,38490000;0,38510000
29/06/2022;810;A;YER;0,02086000;0,02091000;249,98000000;250,48000000
29/06/2022;815;A;IRR;0,00012440;0,00012440;42000,00000000;42000,00000000
29/06/2022;820;A;SAR;1,39280000;1,39310000;3,75190000;3,75230000
29/06/2022;825;A;KHR;0,00128200;0,00128800;4057,00000000;4077,00000000
29/06/2022;828;A;MYR;1,18740000;1,18840000;4,39800000;4,40150000
29/06/2022;830;A;RUB;0,09417000;0,10350000;50,50000000;55,50000000
29/06/2022;831;A;BYN;1,51960000;1,57710000;3,31410000;3,43910000
29/06/2022;835;A;TJS;0,53330000;0,54450000;9,60000000;9,80000000
29/06/2022;840;A;MUR;0,11600000;0,11680000;44,75000000;45,05000000
29/06/2022;845;A;NPR;0,04148000;0,04149000;125,99000000;126,00000000
29/06/2022;850;A;SCR;0,40840000;0,40840000;12,79720000;12,79730000
29/06/2022;855;A;LKR;0,01452000;0,01468000;356,00000000;360,00000000
29/06/2022;860;A;INR;0,06620000;0,06623000;78,92000000;78,95000000
29/06/2022;865;A;IDR;0,00035190;0,00035200;14849,00000000;14850,00000000
29/06/2022;870;A;MVR;0,33720000;0,33900000;15,42000000;15,50000000
29/06/2022;875;A;PKR;0,02547000;0,02554000;204,65000000;205,22000000
29/06/2022;880;A;ILS;1,51190000;1,51300000;3,45450000;3,45680000
29/06/2022;892;A;KGS;0,06569000;0,06575000;79,50000000;79,55430000
29/06/2022;893;A;UZS;0,00048100;0,00048150;10855,25000000;10865,25000000
